dataset,model_a,model_b,dimension,is_conflict,llm_winner,ndcg_winner,coverage_winner,prefer_a,prefer_b,tie,consistency_rate,align_ndcg,align_coverage,ndcg_at_10_a,ndcg_at_10_b,ndcg_at_10_winner,align_ndcg_at_10,coverage_at_k_a,coverage_at_k_b,coverage_at_k_winner,align_coverage_at_k,novelty_at_k_a,novelty_at_k_b,novelty_at_k_winner,align_novelty_at_k,entropy_at_k_a,entropy_at_k_b,entropy_at_k_winner,align_entropy_at_k,ils_text_at_k_a,ils_text_at_k_b,ils_text_at_k_winner,align_ils_text_at_k,local_text_distance_a,local_text_distance_b,local_text_distance_winner,align_local_text_distance,local_category_count_a,local_category_count_b,local_category_count_winner,align_local_category_count,local_category_entropy_a,local_category_entropy_b,local_category_entropy_winner,align_local_category_entropy,description_length_a,description_length_b,description_length_winner,align_description_length,history_similarity_a,history_similarity_b,history_similarity_winner,align_history_similarity,average_popularity_a,average_popularity_b,average_popularity_winner,align_average_popularity
amazon_books,gbaf,concat_mlp,balanced,True,gbaf,gbaf,concat_mlp,11,5,0,0.32,1,0,0.016642425020831214,0.012474997660251475,gbaf,1,0.7874915023793337,0.8657375934738273,concat_mlp,0,8.168114891789727,8.357553886338287,concat_mlp,0,0.8766652658875241,0.8930089942095183,concat_mlp,0,0.26099337253562005,0.22637886819616668,concat_mlp,0,0.9556785625624684,0.9756717514171388,concat_mlp,0,,,NA,,,,NA,,173.96400000000003,148.89,gbaf,1.0,0.03320477762196936,0.0196575902439661,gbaf,1,3.5689511303257824,3.5341573568672784,gbaf,1
amazon_books,gbaf,concat_mlp,diversity,True,gbaf,gbaf,concat_mlp,10,2,0,0.24,1,0,0.016642425020831214,0.012474997660251475,gbaf,1,0.7874915023793337,0.8657375934738273,concat_mlp,0,8.168114891789727,8.357553886338287,concat_mlp,0,0.8766652658875241,0.8930089942095183,concat_mlp,0,0.26099337253562005,0.22637886819616668,concat_mlp,0,0.9556785625624684,0.9756717514171388,concat_mlp,0,,,NA,,,,NA,,173.96400000000003,148.89,gbaf,1.0,0.03320477762196936,0.0196575902439661,gbaf,1,3.5689511303257824,3.5341573568672784,gbaf,1
amazon_books,gbaf,concat_mlp,novelty,True,concat_mlp,gbaf,concat_mlp,10,13,0,0.46,0,1,0.016642425020831214,0.012474997660251475,gbaf,0,0.7874915023793337,0.8657375934738273,concat_mlp,1,8.168114891789727,8.357553886338287,concat_mlp,1,0.8766652658875241,0.8930089942095183,concat_mlp,1,0.26099337253562005,0.22637886819616668,concat_mlp,1,0.9556785625624684,0.9756717514171388,concat_mlp,1,,,NA,,,,NA,,173.96400000000003,148.89,gbaf,0.0,0.03320477762196936,0.0196575902439661,gbaf,0,3.5689511303257824,3.5341573568672784,gbaf,0
amazon_books,gbaf,concat_mlp,relevance,True,gbaf,gbaf,concat_mlp,16,5,0,0.42,1,0,0.016642425020831214,0.012474997660251475,gbaf,1,0.7874915023793337,0.8657375934738273,concat_mlp,0,8.168114891789727,8.357553886338287,concat_mlp,0,0.8766652658875241,0.8930089942095183,concat_mlp,0,0.26099337253562005,0.22637886819616668,concat_mlp,0,0.9556785625624684,0.9756717514171388,concat_mlp,0,,,NA,,,,NA,,173.96400000000003,148.89,gbaf,1.0,0.03320477762196936,0.0196575902439661,gbaf,1,3.5689511303257824,3.5341573568672784,gbaf,1
amazon_books,gbaf,fixed,balanced,True,gbaf,gbaf,fixed,6,5,0,0.22,1,0,0.016642425020831214,0.008998180991763654,gbaf,1,0.7874915023793337,0.8995241332426921,fixed,0,8.168114891789727,9.01737758659308,fixed,0,0.8766652658875241,0.9344130771226801,fixed,0,0.26099337253562005,0.3243669844418703,gbaf,1,0.9556785625624684,0.9466551867378444,gbaf,1,,4.0,NA,,,2.0,NA,,173.96400000000003,173.628,gbaf,1.0,0.03320477762196936,0.033627246205040075,fixed,0,3.5689511303257824,3.118145984918385,gbaf,1
amazon_books,gbaf,fixed,diversity,True,gbaf,gbaf,fixed,6,5,2,0.26,1,0,0.016642425020831214,0.008998180991763654,gbaf,1,0.7874915023793337,0.8995241332426921,fixed,0,8.168114891789727,9.01737758659308,fixed,0,0.8766652658875241,0.9344130771226801,fixed,0,0.26099337253562005,0.3243669844418703,gbaf,1,0.9556785625624684,0.9466551867378444,gbaf,1,,4.0,NA,,,2.0,NA,,173.96400000000003,173.628,gbaf,1.0,0.03320477762196936,0.033627246205040075,fixed,0,3.5689511303257824,3.118145984918385,gbaf,1
amazon_books,gbaf,fixed,novelty,True,gbaf,gbaf,fixed,12,9,0,0.42,1,0,0.016642425020831214,0.008998180991763654,gbaf,1,0.7874915023793337,0.8995241332426921,fixed,0,8.168114891789727,9.01737758659308,fixed,0,0.8766652658875241,0.9344130771226801,fixed,0,0.26099337253562005,0.3243669844418703,gbaf,1,0.9556785625624684,0.9466551867378444,gbaf,1,,4.0,NA,,,2.0,NA,,173.96400000000003,173.628,gbaf,1.0,0.03320477762196936,0.033627246205040075,fixed,0,3.5689511303257824,3.118145984918385,gbaf,1
amazon_books,gbaf,fixed,relevance,True,gbaf,gbaf,fixed,7,4,0,0.22,1,0,0.016642425020831214,0.008998180991763654,gbaf,1,0.7874915023793337,0.8995241332426921,fixed,0,8.168114891789727,9.01737758659308,fixed,0,0.8766652658875241,0.9344130771226801,fixed,0,0.26099337253562005,0.3243669844418703,gbaf,1,0.9556785625624684,0.9466551867378444,gbaf,1,,4.0,NA,,,2.0,NA,,173.96400000000003,173.628,gbaf,1.0,0.03320477762196936,0.033627246205040075,fixed,0,3.5689511303257824,3.118145984918385,gbaf,1
amazon_books,gradnorm_only,concat_mlp,balanced,True,gradnorm_only,gradnorm_only,concat_mlp,8,5,0,0.26,1,0,0.016878784217008794,0.012474997660251475,gradnorm_only,1,0.7819170632222977,0.8657375934738273,concat_mlp,0,8.11109248758488,8.357553886338287,concat_mlp,0,0.8715365607640226,0.8930089942095183,concat_mlp,0,0.2565380702720784,0.22637886819616668,concat_mlp,0,0.9645854215544302,0.9756717514171388,concat_mlp,0,,,NA,,,,NA,,148.89,148.89,TIE,,0.028827420406420258,0.0196575902439661,gradnorm_only,1,3.5930596370016947,3.5341573568672784,gradnorm_only,1
amazon_books,gradnorm_only,concat_mlp,diversity,True,gradnorm_only,gradnorm_only,concat_mlp,8,4,0,0.24,1,0,0.016878784217008794,0.012474997660251475,gradnorm_only,1,0.7819170632222977,0.8657375934738273,concat_mlp,0,8.11109248758488,8.357553886338287,concat_mlp,0,0.8715365607640226,0.8930089942095183,concat_mlp,0,0.2565380702720784,0.22637886819616668,concat_mlp,0,0.9645854215544302,0.9756717514171388,concat_mlp,0,,,NA,,,,NA,,148.89,148.89,TIE,,0.028827420406420258,0.0196575902439661,gradnorm_only,1,3.5930596370016947,3.5341573568672784,gradnorm_only,1
